cidades;cep
Sarandi;99560-000 a 99579-999
Seberi;98380-000 a 98384-999
Sede Nova;98675-000 a 98679-999
Segredo;96910-000 a 96919-999
Selbach;99450-000 a 99456-999
Senador Salgado Filho;98895-000 a 98897-999
Sentinela do Sul;96765-000 a 96769-999
Serafina Correa;99250-000 a 99254-999
Sertao;99170-000 a 99174-999
Sertao Santana;92850-000 a 92869-999
Sete de Setembro;97960-000 a 97969-999
Severiano de Almeida;99810-000 a 99819-999
Silveira Martins;97195-000 a 97199-999
Sinimbu;96890-000 a 96899-999
Sobradinho;96900-000 a 96907-999
Soledade;99300-000 a 99314-999
Sao Borja;97670-000 a 97684-999
Sao Domingos do Sul;99270-000 a 99289-999
Sao Francisco de Assis;97610-000 a 97639-999
Sao Francisco de Paula;95400-000 a 95419-999
Sao Gabriel;97300-001 a 97334-999
Sao Gabriel;97300-001 a 97315-999
Sao Jeronimo;96700-000 a 96734-999
Sao Jorge;95365-000 a 95369-999
Sao Jose das Missoes;98325-000 a 98329-999
Sao Jose do Herval;99380-000 a 99399-999
Sao Jose do Hortencio;95755-000 a 95757-999
Sao Jose do Inhacora;98958-000 a 98959-999
Sao Jose do Norte;96225-000 a 96229-999
Sao Jose do Ouro;99870-000 a 99877-999
Sao Jose do Sul;95748-000 a 95749-999
Sao Jose dos Ausentes;95280-000 a 95289-999
Sao Joao da Urtiga;99855-000 a 99859-999
Sao Joao do Polesine;97230-000 a 97249-999
Sao Leopoldo;93000-001 a 93179-999
Sao Lourenco do Sul;96170-000 a 96177-999
Sao Luiz Gonzaga;97800-000 a 97842-999
Sao Marcos;95190-000 a 95199-999
Sao Martinho;98690-000 a 98699-999
Sao Martinho da Serra;97190-000 a 97194-999
Sao Miguel das Missoes;98865-000 a 98869-999
Sao Nicolau;97880-000 a 97884-999
Sao Paulo das Missoes;97980-000 a 97999-999
Sao Pedro da Serra;95758-000 a 95759-999
Sao Pedro das Missoes;98323-000 a 98324-999
Sao Pedro do Butia;97920-000 a 97929-999
Sao Pedro do Sul;97400-000 a 97409-999
Sao Sebastiao do Cai;95760-000 a 95764-999
Sao Sepe;97340-000 a 97384-999
Sao Valentim;99640-000 a 99644-999
Sao Valentim do Sul;99240-000 a 99249-999
Sao Valerio do Sul;98595-000 a 98599-999
Sao Vendelino;95795-000 a 95799-999
Sao Vicente do Sul;97420-000 a 97449-999
Serio;95918-000 a 95919-999
Tabai;95863-000 a 95864-999
Tapejara;99950-000 a 99951-999
Tapera;99490-000 a 99494-999
Tapes;96760-000 a 96764-999
Taquara;95600-001 a 95624-999
Taquara;95600-001 a 95613-999
Taquari;95860-000 a 95862-999
Taquarucu do Sul;98410-000 a 98414-999
Tavares;96290-000 a 96299-999
Tenente Portela;98500-000 a 98527-999
Terra de Areia;95535-000 a 95537-999
Teutonia;95890-000 a 95892-999
Tio Hugo;99345-000 a 99349-999
Tiradentes do Sul;98680-000 a 98689-999
Toropi;97418-000 a 97419-999
Torres;95560-000 a 95567-999
Tramandai;95590-000 a 95594-999
Travesseiro;95948-000 a 95949-999
Trindade do Sul;99615-000 a 99639-999
Triunfo;95840-000 a 95859-999
Tres Arroios;99725-000 a 99729-999
Tres Cachoeiras;95580-000 a 95584-999
Tres Coroas;95660-000 a 95669-999
Tres Forquilhas;95575-000 a 95576-999
Tres Palmeiras;99675-000 a 99679-999
Tres Passos;98600-000 a 98634-999
Tres de Maio;98910-000 a 98914-999
Tucunduva;98930-000 a 98939-999
Tunas;99330-000 a 99339-999
Tupanci do Sul;99878-000 a 99879-999
Tupancireta;98170-000 a 98174-999
Tupandi;95775-000 a 95777-999
Tuparendi;98940-000 a 98946-999
Turucu;96148-000 a 96149-999
Ubiretama;98898-000 a 98899-999
Unistalda;97755-000 a 97759-999
Uniao da Serra;99215-000 a 99219-999
Uruguaiana;97500-001 a 97537-999
Uruguaiana;97500-001 a 97514-999
Vacaria;95200-001 a 95229-999
Vacaria;95200-001 a 95219-999
Vale Real;95778-000 a 95779-999
Vale Verde;95833-000 a 95834-999
Vale do Sol;96878-000 a 96879-999
Vanini;99290-000 a 99299-999
Venancio Aires;95800-000 a 95819-999
Vera Cruz;96880-000 a 96887-999
Veranopolis;95330-000 a 95332-999
Vespasiano Correa;95972-000 a 95974-999
Viadutos;99820-000 a 99824-999
Viamao;94400-001 a 94799-999
Viamao;94400-001 a 94729-999
Vicente Dutra;98450-000 a 98459-999
Victor Graeff;99350-000 a 99359-999
Vila Flores;95334-000 a 95334-999
Vila Langaro;99955-000 a 99959-999
Vila Maria;99155-000 a 99159-999
Vila Nova do Sul;97385-000 a 97389-999
Vista Alegre;98415-000 a 98429-999
Vista Alegre do Prata;95325-000 a 95329-999
Vista Gaucha;98535-000 a 98539-999
Vitoria das Missoes;98850-000 a 98854-999
Westfalia;95893-000 a 95894-999
Xangri-La;95588-000 a 95589-999
Agua Santa;99965-000 a 99969-999
aurea;99835-000 a 99837-999
Abdon Batista;89636-000 a 89637-999
Abelardo Luz;89830-000 a 89831-999
Agrolandia;88420-000 a 88429-999
Agronomica;89188-000 a 89189-999
Alfredo Wagner;88450-000 a 88459-999
Alto Bela Vista;89730-000 a 89734-999
Anchieta;89970-000 a 89979-999
Angelina;88460-000 a 88469-999
Anita Garibaldi;88590-000 a 88597-999
Anitapolis;88475-000 a 88484-999
Antonio Carlos;88180-000 a 88189-999
Apiuna;89135-000 a 89135-999
Arabuta;89740-000 a 89744-999
Araquari;89245-000 a 89246-999
Ararangua;88900-001 a 88913-999
Armazem;88740-000 a 88744-999
Arroio Trinta;89590-000 a 89594-999
Arvoredo;89778-000 a 89779-999
Ascurra;89138-000 a 89139-999
Atalanta;88410-000 a 88419-999
Aurora;89186-000 a 89187-999
Balneario Arroio do Silva;88914-000 a 88914-999
Balneario Barra do Sul;89247-000 a 89247-999
Balneario Camboriu;88330-001 a 88339-999
Balneario Gaivota;88955-000 a 88959-999
Balneario Picarras;88380-000 a 88384-999
Balneario Rincao;88828-000 a 88829-999
Bandeirante;89905-000 a 89905-999
Barra Bonita;89909-000 a 89909-999
Barra Velha;88390-000 a 88394-999
Bela Vista do Toldo;89478-000 a 89479-999
Belmonte;89925-000 a 89929-999
Benedito Novo;89124-000 a 89125-999
Biguacu;88160-001 a 88179-999
Biguacu;88160-001 a 88169-999
Blumenau;89000-001 a 89079-999
Bocaina do Sul;88538-000 a 88539-999
Bom Jardim da Serra;88640-000 a 88649-999
Bom Jesus;89824-000 a 89824-999
Bom Jesus do Oeste;89873-000 a 89873-999
Bom Retiro;88680-000 a 88699-999
Bombinhas;88215-000 a 88219-999
Botuvera;88295-000 a 88299-999
Braco do Norte;88750-000 a 88759-999
Braco do Trombudo;89178-000 a 89179-999
Brunopolis;89634-000 a 89635-999
Brusque;88350-001 a 88359-999
Caibi;89888-000 a 89889-999
Calmon;89430-000 a 89439-999
Camboriu;88340-001 a 88349-999
Campo Alegre;89294-000 a 89294-999
Campo Belo do Sul;88580-000 a 88584-999
Campo Ere;89980-000 a 89980-999
Campos Novos;89620-000 a 89632-999
Canelinha;88230-000 a 88239-999
Canoinhas;89460-001 a 89477-999
Capinzal;89665-000 a 89666-999
Capivari de Baixo;88745-000 a 88749-999
Capao Alto;88548-000 a 88549-999
Catanduvas;89670-000 a 89674-999
Caxambu do Sul;89880-000 a 89881-999
Cacador;89500-001 a 89514-999
Celso Ramos;88598-000 a 88599-999
Cerro Negro;88585-000 a 88589-999
Chapadao do Lageado;88407-000 a 88409-999
Chapeco;89800-001 a 89816-999
Chapeco;89800-001 a 89816-199
Cocal do Sul;88845-000 a 88849-999
Concordia;89700-001 a 89729-999
Concordia;89700-001 a 89715-999
Cordilheira Alta;89819-000 a 89819-999
Coronel Freitas;89840-000 a 89842-999
Coronel Martins;89837-000 a 89837-999
Correia Pinto;88535-000 a 88537-999
Corupa;89278-000 a 89279-999
Criciuma;88800-001 a 88819-999
Cunha Pora;89890-000 a 89890-999
Cunhatai;89886-000 a 89886-999
Curitibanos;89520-000 a 89529-999
Descanso;89910-000 a 89914-999
Dionisio Cerqueira;89950-000 a 89969-999
Dona Emma;89155-000 a 89156-999
Doutor Pedrinho;89126-000 a 89127-999
Entre Rios;89862-000 a 89864-999
Ermo;88935-000 a 88939-999
Erval Velho;89613-000 a 89617-999
Faxinal dos Guedes;89694-000 a 89699-999
Flor do Sertao;89878-000 a 89878-999
Florianopolis;88000-001 a 88099-999
Formosa do Sul;89859-000 a 89859-999
Forquilhinha;88850-000 a 88859-999
Fraiburgo;89580-000 a 89589-999
Frei Rogerio;89530-000 a 89532-999
Galvao;89838-000 a 89838-999
Garopaba;88495-000 a 88499-999
Garuva;89248-000 a 89248-999
Gaspar;89110-001 a 89119-999
Governador Celso Ramos;88190-000 a 88199-999
Gravatal;88735-000 a 88739-999
Grao Para;88890-000 a 88899-999
Guabiruba;88360-000 a 88369-999
Guaraciaba;89920-000 a 89924-999
Guaramirim;89270-000 a 89274-999
Guaruja do Sul;89940-000 a 89949-999
Guatambu;89817-000 a 89817-999
Herval D'Oeste;89610-000 a 89612-999
Ibiam;89652-000 a 89653-999
Ibicare;89640-000 a 89641-999
Ibirama;89140-000 a 89144-999
Ilhota;88320-000 a 88329-999
Imarui;88770-000 a 88779-999
Imbituba;88780-000 a 88789-999
Imbuia;88440-000 a 88442-999
Indaial;89080-001 a 89099-999
Indaial;89080-001 a 89089-999
Iomere;89558-000 a 89559-999
Ipira;89669-000 a 89669-999
Ipora do Oeste;89899-000 a 89899-999
Ipuacu;89832-000 a 89833-999
Ipumirim;89790-000 a 89799-999
Iraceminha;89891-000 a 89892-999
Irani;89680-000 a 89682-999
Irati;89856-000 a 89858-999
Irineopolis;89440-000 a 89459-999
Itaiopolis;89340-000 a 89369-999
Itajai;88300-001 a 88319-999
Itapema;88220-000 a 88229-999
Itapiranga;89896-000 a 89896-999
Itapoa;89249-000 a 89249-999
Ituporanga;88400-000 a 88406-999
Ita;89760-000 a 89764-999
Icara;88820-000 a 88827-999
Jabora;89677-000 a 89679-999
Jacinto Machado;88950-000 a 88954-999
JAguaruna;88715-000 a 88716-999
Jaragua do Sul;89250-001 a 89269-999
Jardinopolis;89848-000 a 89849-999
Joacaba;89600-000 a 89608-999
Joinville;89200-001 a 89239-999
Jose Boiteux;89145-000 a 89147-999
Jupia;89839-000 a 89839-999
Lacerdopolis;89660-000 a 89662-999
Lages;88500-001 a 88534-999
Lages;88500-001 a 88531-999
Laguna;88790-000 a 88797-999
Lajeado Grande;89828-000 a 89829-999
Laurentino;89170-000 a 89171-999
Lauro M�ller;88880-000 a 88889-999
Lebon Regis;89515-000 a 89517-999
Leoberto Leal;88445-000 a 88449-999
Lindoia do Sul;89735-000 a 89739-999
Lontras;89182-000 a 89183-999
Luiz Alves;89128-000 a 89129-999
Luzerna;89609-000 a 89609-999
Macieira;89518-000 a 89519-999
Mafra;89300-001 a 89339-999
Mafra;89300-001 a 89309-999
Major Gercino;88260-000 a 88269-999
Major Vieira;89480-000 a 89489-999
Maracaja;88915-000 a 88919-999
Maravilha;89874-000 a 89874-999
Marema;89860-000 a 89861-999
Massaranduba;89108-000 a 89109-999
Matos Costa;89420-000 a 89429-999
Meleiro;88920-000 a 88924-999
Mirim Doce;89194-000 a 89195-999
Modelo;89872-000 a 89872-999
Mondai;89893-000 a 89894-999
Monte Carlo;89618-000 a 89619-999
Monte Castelo;89380-000 a 89399-999
Morro Grande;88925-000 a 88929-999
Morro da Fumaca;88830-000 a 88839-999
Navegantes;88370-001 a 88379-999
Nova Erechim;89865-000 a 89867-999
Nova Itaberaba;89818-000 a 89818-999
Nova Trento;88270-000 a 88294-999
Nova Veneza;88865-000 a 88869-999
Novo Horizonte;89998-000 a 89999-999
Orleans;88870-000 a 88879-999
Otacilio Costa;88540-000 a 88542-999
Ouro;89663-000 a 89664-999
Ouro Verde;89834-000 a 89834-999
Paial;89765-000 a 89769-999
Painel;88543-000 a 88544-999
Palhoca;88130-001 a 88139-999
Palma Sola;89985-000 a 89989-999
Palmeira;88545-000 a 88547-999
Palmitos;89887-000 a 89887-999
Papanduva;89370-000 a 89379-999
Paraiso;89906-000 a 89907-999
Passo de Torres;88980-000 a 88989-999
Passos Maia;89687-000 a 89689-999
Paulo Lopes;88490-000 a 88494-999
Pedras Grandes;88720-000 a 88729-999
Penha;88385-000 a 88389-999
Peritiba;89750-000 a 89759-999
Pescaria Brava;88798-000 a 88799-999
Petrolandia;88430-000 a 88439-999
Pinhalzinho;89870-000 a 89870-999
Pinheiro Preto;89570-000 a 89579-999
Piratuba;89667-000 a 89668-999
Planalto Alegre;89882-000 a 89882-999
Pomerode;89107-000 a 89107-999
Ponte Alta;88550-000 a 88569-999
Ponte Alta do Norte;89535-000 a 89539-999
Ponte Serrada;89683-000 a 89686-999
Porto Belo;88210-000 a 88214-999
Porto Uniao;89400-000 a 89419-999
Pouso Redondo;89172-000 a 89175-999
Praia Grande;88990-000 a 88999-999
Presidente Castello Branco;89745-000 a 89749-999
Presidente Getulio;89150-000 a 89154-999
Presidente Nereu;89184-000 a 89185-999
Princesa;89935-000 a 89939-999
Quilombo;89850-000 a 89853-999
Rancho Queimado;88470-000 a 88474-999
Rio Fortuna;88760-000 a 88762-999
Rio Negrinho;89295-000 a 89299-999
Rio Rufino;88658-000 a 88679-999
Rio das Antas;89550-000 a 89557-999
Rio do Campo;89198-000 a 89198-999
Rio do Oeste;89180-000 a 89181-999
Rio do Sul;89160-001 a 89169-999
Rio dos Cedros;89121-000 a 89123-999
Riqueza;89895-000 a 89895-999
Rodeio;89136-000 a 89137-999
Romelandia;89908-000 a 89908-999
Salete;89196-000 a 89197-999
Saltinho;89981-000 a 89981-999
Salto Veloso;89595-000 a 89599-999
Sangao;88717-000 a 88719-999
Santa Cecilia;89540-000 a 89544-999
Santa Helena;89915-000 a 89919-999
Santa Rosa de Lima;88763-000 a 88764-999
Santa Rosa do Sul;88965-000 a 88969-999
Santa Terezinha;89199-000 a 89199-999
Santa Terezinha do Progresso;89983-000 a 89984-999
Santiago do Sul;89854-000 a 89854-999
Santo Amaro da Imperatriz;88140-000 a 88149-999
Saudades;89868-000 a 89869-999
Schroeder;89275-000 a 89277-999
Seara;89770-000 a 89777-999
Serra Alta;89871-000 a 89871-999
Sideropolis;88860-000 a 88861-999
Sombrio;88960-000 a 88964-999
Sul Brasil;89855-000 a 89855-999
Sao Bento do Sul;89280-001 a 89293-999
Sao Bernardino;89982-000 a 89982-999
Sao Bonifacio;88485-000 a 88489-999
Sao Carlos;89885-000 a 89885-999
Sao Cristovao do Sul;89533-000 a 89534-999
Sao Domingos;89835-000 a 89836-999
Sao Francisco do Sul;89240-000 a 89244-999
Sao Joaquim;88600-000 a 88624-999
Sao Jose;88100-001 a 88124-999
Sao Jose;88100-001 a 88123-999
Sao Jose do Cedro;89930-000 a 89934-999
Sao Jose do Cerrito;88570-000 a 88579-999
Sao Joao Batista;88240-000 a 88259-999
Sao Joao do Itaperiu;88395-000 a 88399-999
Sao Joao do Oeste;89897-000 a 89897-999
Sao Joao do Sul;88970-000 a 88979-999
Sao Lourenco do Oeste;89990-000 a 89997-999
Sao Ludgero;88730-000 a 88734-999
Sao Martinho;88765-000 a 88769-999
Sao Miguel da Boa Vista;89879-000 a 89879-999
Sao Miguel do Oeste;89900-000 a 89904-999
Sao Pedro de Alcantara;88125-000 a 88129-999
Taio;89190-000 a 89193-999
Tangara;89642-000 a 89649-999
Tigrinhos;89875-000 a 89877-999
Tijucas;88200-000 a 88209-999
Timbe do Sul;88940-000 a 88949-999
Timbo;89120-000 a 89120-999
Timbo Grande;89545-000 a 89549-999
Treviso;88862-000 a 88864-999
Treze Tilias;89650-000 a 89651-999
Treze de Maio;88710-000 a 88714-999
Trombudo Central;89176-000 a 89177-999
Tres Barras;89490-000 a 89499-999
Tubarao;88700-001 a 88709-999
Tunapolis;89898-000 a 89898-999
Turvo;88930-000 a 88934-999
Uniao do Oeste;89845-000 a 89847-999
Urubici;88650-000 a 88657-999
Urupema;88625-000 a 88639-999
Urussanga;88840-000 a 88844-999
Vargem;89638-000 a 89639-999
Vargem Bonita;89675-000 a 89676-999
Vargeao;89690-000 a 89693-999
Vidal Ramos;88443-000 a 88444-999
Videira;89560-001 a 89569-999
Videira;89560-001 a 89567-999
Vitor Meireles;89148-000 a 89149-999
Witmarsum;89157-000 a 89159-999
Xanxere;89820-000 a 89823-999
Xavantina;89780-000 a 89789-999
Xaxim;89825-000 a 89827-999
Zortea;89633-000 a 89633-999
Agua Doce;89654-000 a 89659-999
Aguas Frias;89843-000 a 89844-999
Aguas Mornas;88150-000 a 88159-999
Aguas de Chapeco;89883-000 a 89884-999
Amparo de Sao Francisco;49920-000 a 49929-999
Aquidaba;49790-000 a 49799-999
Aracaju;49000-001 a 49099-999
Aracaju;49000-001 a 49098-999
Araua;49220-000 a 49229-999
Areia Branca;49580-000 a 49599-999
Barra dos Coqueiros;49140-000 a 49149-999
Boquim;49360-000 a 49389-999
Brejo Grande;49995-000 a 49999-999
Campo do Brito;49520-000 a 49524-999
Canhoba;49880-000 a 49889-999
Caninde de Sao Francisco;49820-000 a 49829-999
Capela;49700-000 a 49739-999
Carira;49550-000 a 49559-999
Carmopolis;49740-000 a 49749-999
Cedro de Sao Joao;49930-000 a 49939-999
Cristinapolis;49270-000 a 49279-999
Cumbe;49660-000 a 49669-999
Divina Pastora;49650-000 a 49659-999
Estancia;49200-000 a 49219-999
Feira Nova;49670-000 a 49679-999
Frei Paulo;49514-000 a 49516-999
Gararu;49830-000 a 49859-999
General Maynard;49750-000 a 49759-999
Graccho Cardoso;49860-000 a 49869-999
Ilha das Flores;49990-000 a 49994-999
Indiaroba;49250-000 a 49259-999
Itabaiana;49500-001 a 49511-999
Itabaianinha;49290-000 a 49299-999
Itabi;49870-000 a 49879-999
Itaporanga D'Ajuda;49120-000 a 49129-999
Japaratuba;49960-000 a 49969-999
Japoata;49950-000 a 49959-999
Lagarto;49400-000 a 49479-999
Laranjeiras;49170-000 a 49179-999
Macambira;49565-000 a 49569-999
Malhada dos Bois;49940-000 a 49944-999
Malhador;49570-000 a 49579-999
Maruim;49770-000 a 49779-999
Moita Bonita;49560-000 a 49564-999
Monte Alegre de Sergipe;49690-000 a 49699-999
Muribeca;49780-000 a 49789-999
Neopolis;49980-000 a 49984-999
Nossa Senhora Aparecida;49540-000 a 49549-999
Nossa Senhora da Gloria;49680-000 a 49689-999
Nossa Senhora das Dores;49600-000 a 49629-999
Nossa Senhora de Lourdes;49890-000 a 49899-999
Nossa Senhora do Socorro;49150-000 a 49169-999
Pacatuba;49970-000 a 49979-999
Pedra Mole;49512-000 a 49513-999
Pedrinhas;49350-000 a 49359-999
Pinhao;49517-000 a 49519-999
Pirambu;49190-000 a 49199-999
Porto da Folha;49800-000 a 49809-999
Poco Redondo;49810-000 a 49819-999
Poco Verde;49490-000 a 49499-999
Propria;49900-000 a 49909-999
Riachuelo;49130-000 a 49139-999
Riachao do Dantas;49320-000 a 49349-999
Ribeiropolis;49530-000 a 49534-999
Rosario do Catete;49760-000 a 49769-999
Salgado;49390-000 a 49399-999
Santa Luzia do Itanhy;49230-000 a 49249-999
Santa Rosa de Lima;49640-000 a 49649-999
Santana do Sao Francisco;49985-000 a 49989-999
Santo Amaro das Brotas;49180-000 a 49189-999
Simao Dias;49480-000 a 49489-999
Siriri;49630-000 a 49639-999
Sao Cristovao;49100-000 a 49119-999
Sao Domingos;49525-000 a 49529-999
Sao Francisco;49945-000 a 49949-999
Sao Miguel do Aleixo;49535-000 a 49539-999
Telha;49910-000 a 49919-999
Tobias Barreto;49300-000 a 49319-999
Tomar do Geru;49280-000 a 49289-999
Umbauba;49260-000 a 49269-999
Adamantina;17800-000 a 17809-999
Adolfo;15230-000 a 15239-999
Aguai;13860-001 a 13869-999
Agudos;17120-001 a 17149-999
Agudos;17120-001 a 17139-999
Alambari;18220-000 a 18224-999
Alfredo Marcondes;19180-000 a 19189-999
Altair;15430-000 a 15439-999
Altinopolis;14350-000 a 14389-999
Alto Alegre;16310-000 a 16339-999
Aluminio;18125-000 a 18129-999
Alvinlandia;17430-001 a 17439-999
Americana;13465-001 a 13479-999
Amparo;13900-001 a 13909-999
Americo Brasiliense;14820-001 a 14824-999
Americo de Campos;15550-000 a 15559-999
Analandia;13550-000 a 13559-999
Andradina;16900-001 a 16919-999
Andradina;16900-001 a 16914-999
Angatuba;18240-000 a 18244-999
Anhembi;18620-001 a 18639-999
Anhembi;18630-001 a 18639-999
Anhumas;19580-000 a 19589-999
Aparecida;12570-000 a 12579-999
Aparecida D'Oeste;15735-000 a 15739-999
Apiai;18320-000 a 18324-999
Aramina;14550-000 a 14569-999
Arandu;18710-001 a 18719-999
Arapei;12870-000 a 12899-999
Araraquara;14800-001 a 14812-999
Araraquara;14800-001 a 14811-999
Araras;13600-001 a 13609-999
Aracariguama;18147-000 a 18149-999
Aracatuba;16000-001 a 16129-999
Aracoiaba da Serra;18190-000 a 18194-999
Arco-iris;17630-000 a 17649-999
Arealva;17160-001 a 17179-999
Arealva;17160-001 a 17169-999
Areias;12820-000 a 12829-999
Areiopolis;18670-001 a 18674-999
Ariranha;15960-000 a 15969-999
Artur Nogueira;13160-001 a 13169-999
Aruja;07400-001 a 07499-999
Aspasia;15763-000 a 15764-999
Assis;19800-001 a 19819-999
Atibaia;12940-001 a 12954-999
Auriflama;15350-000 a 15354-999
Avanhandava;16360-000 a 16369-999
Avare;18700-001 a 18709-999
Avai;16680-000 a 16699-999
Bady Bassitt;15115-000 a 15119-999
Balbinos;16640-001 a 16649-999
Bananal;12850-000 a 12869-999
Barbosa;16350-000 a 16359-999
Bariri;17250-001 a 17259-999
Barra Bonita;17340-000 a 17349-999
Barra do Chapeu;18325-000 a 18329-999
Barra do Turvo;11955-000 a 11959-999
Barretos;14780-001 a 14789-999
Barrinha;14860-000 a 14869-999
Barueri;06400-001 a 06499-999
Barao de Antonina;18490-000 a 18499-999
Bastos;17690-000 a 17699-999
Batatais;14300-001 a 14339-999
Batatais;14300-001 a 14319-999
Bauru;17000-001 a 17119-999
Bauru;17000-001 a 17110-999
Bebedouro;14700-001 a 14719-999
Bebedouro;14700-001 a 14718-999
Bento de Abreu;16790-000 a 16799-999
Bernardino de Campos;18960-000 a 18969-999
Bertioga;11250-001 a 11299-999
Bilac;16210-000 a 16219-999
Birig�i;16200-001 a 16209-999
Biritiba-Mirim;08940-000 a 08969-999
Boa Esperanca do Sul;14930-000 a 14934-999
Bocaina;17240-001 a 17249-999
Bofete;18590-000 a 18599-999
Boituva;18550-001 a 18559-999
Bom Jesus dos Perdoes;12955-000 a 12959-999
Bom Sucesso de Itarare;18475-000 a 18479-999
Boraceia;17270-001 a 17279-999
Borborema;14955-000 a 14959-999
Borebi;18675-000 a 18679-999
Bora;19740-000 a 19749-999
Botucatu;18600-001 a 18619-999
Braganca Paulista;12900-001 a 12929-999
Brauna;16290-000 a 16299-999
Brejo Alegre;16265-000 a 16269-999
Brodowski;14340-000 a 14349-999
Brotas;17380-000 a 17399-999
Buri;18290-000 a 18299-999
Buritama;15290-000 a 15299-999
Buritizal;14570-000 a 14579-999
Balsamo;15140-000 a 15144-999
Cabreuva;13315-000 a 13319-999
Cabralia Paulista;17480-001 a 17489-999
Cachoeira Paulista;12630-000 a 12689-999
Caconde;13770-000 a 13779-999
Cafelandia;16500-001 a 16569-999
Cafelandia;16500-001 a 16529-999
Caiabu;19530-000 a 19559-999
Caieiras;07700-001 a 07749-999
Caiua;19450-000 a 19469-999
Cajamar;07750-001 a 07799-999
Cajati;11950-000 a 11954-999
Cajobi;15410-000 a 15419-999
Cajuru;14240-000 a 14249-999
Campina do Monte Alegre;18245-000 a 18249-999
Campinas;13000-001 a 13139-999
Campo Limpo Paulista;13230-001 a 13239-999
Campos Novos Paulista;19960-000 a 19969-999
Campos do Jordao;12460-000 a 12489-999
Cananeia;11990-000 a 11999-999
Canas;12615-000 a 12619-999
Canitar;18990-001 a 18999-999
Canitar;18990-001 a 18994-999
Capela do Alto;18195-000 a 18199-999
Capivari;13360-000 a 13369-999
Capao Bonito;18300-001 a 18309-999
Capao Bonito;18300-001 a 18308-999
Caraguatatuba;11660-001 a 11679-999
Carapicuiba;06300-001 a 06399-999
Cardoso;15570-000 a 15579-999
Casa Branca;13700-000 a 13709-999
Castilho;16920-000 a 16939-999
Catanduva;15800-001 a 15819-999
Catigua;15870-000 a 15879-999
Cacapava;12280-001 a 12299-999
Cedral;15895-000 a 15899-999
Cerqueira Cesar;18760-001 a 18769-999
Cerquilho;18520-001 a 18529-999
Cesario Lange;18285-000 a 18289-999
Charqueada;13515-001 a 13519-999
Chavantes;18970-001 a 18989-999
Clementina;16250-000 a 16259-999
Colina;14770-000 a 14774-999
Colombia;14795-000 a 14799-999
Conchal;13835-000 a 13839-999
Conchas;18570-000 a 18579-999
Cordeiropolis;13490-000 a 13494-999
Coroados;16260-000 a 16264-999
Coronel Macedo;18745-000 a 18759-999
Corumbatai;13540-000 a 13549-999
Cosmorama;15530-000 a 15539-999
Cosmopolis;13150-001 a 13159-999
Cotia;06700-001 a 06729-999
Cravinhos;14140-000 a 14149-999
Cristais Paulista;14460-000 a 14469-999
Cruzeiro;12700-001 a 12759-999
Cruzalia;19860-001 a 19864-999
Cubatao;11500-001 a 11599-999
Cunha;12530-000 a 12569-999
Cassia dos Coqueiros;14260-000 a 14269-999
Candido Mota;19880-001 a 19899-999
Candido Mota;19880-001 a 19889-999
Candido Rodrigues;15930-000 a 15939-999
Descalvado;13690-000 a 13699-999
Diadema;09900-001 a 09999-999
Dirce Reis;15715-000 a 15717-999
Divinolandia;13780-000 a 13789-999
Dobrada;15980-000 a 15989-999
Dois Corregos;17300-000 a 17319-999
Dolcinopolis;15740-000 a 15744-999
Dourado;13590-000 a 13599-999
Dracena;17900-000 a 17919-999
Duartina;17470-000 a 17474-999
Dumont;14120-000 a 14139-999
Echapora;19830-000 a 19839-999
Eldorado;11960-000 a 11989-999
Elias Fausto;13350-000 a 13359-999
Elisiario;15823-000 a 15824-999
Embauba;15425-000 a 15429-999
Embu das Artes;06800-001 a 06849-999
Embu-Guacu;06900-001 a 06949-999
Embu-Guacu;06900-001 a 06934-999
Emilianopolis;19350-000 a 19359-999
Engenheiro Coelho;13445-001 a 13449-999
Espirito Santo do Pinhal;13990-000 a 13994-999
Espirito Santo do Turvo;18935-001 a 18939-999
Estiva Gerbi;13857-000 a 13859-999
Estrela D'Oeste;15650-000 a 15669-999
Estrela do Norte;19230-000 a 19249-999
Euclides da Cunha Paulista;19275-000 a 19279-999
Fartura;18870-001 a 18889-999
Fartura;18870-001 a 18879-999
Fernando Prestes;15940-000 a 15949-999
Fernandopolis;15600-001 a 15619-999
Fernandopolis;15600-001 a 15614-999
Fernao;17460-001 a 17469-999
Ferraz de Vasconcelos;08500-001 a 08549-999
Flora Rica;17870-000 a 17879-999
Floreal;15320-000 a 15329-999
Florinea;19870-000 a 19879-999
Florida Paulista;17830-000 a 17859-999
Franca;14400-001 a 14414-999
Francisco Morato;07900-001 a 07999-999
Franco da Rocha;07800-001 a 07899-999
Gabriel Monteiro;16220-000 a 16229-999
Garca;17400-000 a 17409-999
Gastao Vidigal;15330-000 a 15339-999
Gaviao Peixoto;14813-000 a 14814-999
General Salgado;15300-000 a 15309-999
Getulina;16450-000 a 16479-999
Glicerio;16270-000 a 16289-999
Guaimbe;16480-001 a 16499-999
Guaimbe;16480-001 a 16489-999
Guaicara;16430-000 a 16439-999
Guaicara;16430-001 a 16439-999
Guapiara;18310-000 a 18314-999
Guapiacu;15110-000 a 15114-999
Guaraci;15420-000 a 15424-999
Guarani D'Oeste;15680-000 a 15684-999
Guaranta;16570-000 a 16599-999
Guaranta;16570-000 a 16574-999
